"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
"68",-80.4916883830387,-103.325603250212,-111.314520468737,-68.3484190252769,-351.744423976324,-356.876695134351,-321.921552716497,-21.6020379915651,-47.7697447625111,-64.6383421765136,-241.666358603518,-538.094253776704,-113.793444926335,-478.374596715544,-78.6932429056441,-93.9042619321868,-49.3973221384995,-113.779622619239,-65.8562418676983,-103.493267460981,-59.9635428465819,-536.81103027179,-64.9916113525526,-327.449853041265,-63.9734642720735,-172.198641647305,-69.4700587167383,-607.864643265325,-85.01470382226,-68.1016069396476,-47.9772019695701,-45.8774145787432,-1.38889616200611,-38.7800611803544,-37.9200548806518,-149.313513046607,-59.9935854040625,-209.523891618358,-46.5015821008287,-41.3155243610729,-66.2369743669893,-548.669421163167,-90.6397066353381,-81.1442602248419,-48.8052849278592,-157.71065518331,-137.968040398867,-60.0654566525377,-123.774083505963,-59.4006003531523,-592.525135738527,-584.634727611248,-439.05749033196,-34.3280722495996,-60.320874589475,-68.3490267727434,-282.456479561189,-369.486771409896,-147.015130861074,-137.837589116468,-57.993449432064,-42.7053311110562,-124.655341920777,-141.848933865848,-82.5457710206341,-119.798435596536,-84.2148643262137,-59.1139101144735,-476.648382992519,-492.460051172706,-65.3842055809709,-74.3560790859921,-219.575773139221,-263.023724792866,-79.3986624352998,-121.853638847792,-56.6783006700322,-90.0365328183672,-87.2036541491604,-534.086313747621,-345.004091325467,-168.625417298161,-550.124033605506,-89.9617430083089,-56.2917033160748,-70.2535208817415,-87.6856224267562,-55.8705974981154,-31.0037847505144,-107.597972315572
"69",-80.4608685537791,-100.449664623778,-109.694361233827,-78.4823245652574,-350.287643668035,-356.169764390479,-325.989875919836,-26.7410353670854,-44.8184288594251,-62.7731759390638,-236.751627720582,-525.021385061549,-110.415433347965,-477.651594235994,-81.7569404202838,-93.47883753168,-52.3649565179665,-116.097256293411,-71.7990088519969,-103.333603967578,-66.0018181060296,-540.584499500223,-70.4783138630141,-331.941858695459,-71.2083965893247,-173.387425516415,-78.719867515252,-617.455000600971,-73.9765965012449,-69.9073128998811,-50.2642595359353,-44.2450583759238,5.36390062737141,-38.0329911373061,-39.8246259322366,-152.285884061345,-78.6602680669899,-201.305130443618,-46.8757302478504,-40.9251858645082,-60.8206415121161,-526.901699887863,-93.8046674155193,-83.1625741792207,-52.5428708125567,-184.491379052897,-118.703939040546,-60.6455178649869,-130.399228375971,-75.1640576938616,-593.848804861503,-585.337643251497,-429.997686087828,-43.392170625335,-69.9288601997013,-57.5976779393393,-269.417699116912,-351.126583629372,-147.544507844018,-110.059080185332,-69.6827224010547,-53.4100069579028,-130.475004462572,-142.185848754361,-83.0357785065377,-119.088592582035,-82.9453514431777,-62.1082941700283,-490.930063736248,-499.888487453239,-62.4257447177019,-82.5748035734188,-153.961670067369,-182.848019422666,-81.8560774102802,-124.001139746667,-53.338419968015,-88.682189187413,-80.11630588037,-558.408390369033,-316.562538675889,-160.267720574488,-545.48308843797,-81.2275611368728,-57.6837249777722,-68.7505585083472,-87.7637094189141,-57.6025569136997,-43.7647420141859,-110.947632340531
"70",-80.1450487508482,-97.4850051963063,-105.618041970759,-84.6113766468745,-349.456265777543,-354.095218128484,-327.942931397793,-38.7168053171499,-31.9895044977749,-63.390859640756,-230.227200471936,-539.117303483317,-104.842324493403,-475.37280448427,-81.7365761029371,-90.3436633924458,-47.6170150432762,-112.40373957232,-77.3166455092747,-103.639574676393,-69.6556282725022,-545.552712994402,-71.4003193424174,-333.833798659957,-74.9670353629717,-161.577221328379,-82.8651912219869,-619.864744126283,-45.080638155344,-71.4377836081013,-52.1247178855789,-42.0807419433587,30.2542389309185,-36.6844030665745,-40.487274073404,-152.211230550754,-86.1760830515195,-197.404835352266,-46.8554462123937,-41.807119864049,-59.2206114885774,-532.99647455328,-96.3983949879972,-83.2163113960889,-50.8050125127373,-190.170792713794,-69.8834315207748,-58.2615312168867,-132.285289765373,-78.0428817520557,-606.011929482224,-597.648303167067,-438.619635427099,-47.3506768942424,-70.799192689188,-57.3420511973475,-267.982681331469,-345.174269571277,-129.206513583555,-80.1680767391555,-81.573675690281,-66.6636142772999,-134.686612640216,-146.411569186422,-82.8622208133421,-122.924379118993,-82.6049722753206,-63.5996857849054,-522.198592171667,-513.455811365698,-67.2946082839502,-93.496477917412,-233.864425810416,-244.506579249151,-84.1398585675299,-128.267960946067,-51.7703262953987,-85.5846130973564,-59.7747014740099,-558.492427448901,-278.750701624368,-147.523630528686,-539.361673774304,-66.6268643144553,-65.4421548651913,-69.3229750998212,-88.1643843726797,-58.0037214800227,-54.0230994340536,-120.295582499207
"71",-74.1034882221037,-94.2057339453839,-101.73379733049,-86.7240232976853,-335.080370163711,-348.623123357668,-327.289329816251,-43.8301597791234,-28.8127764649529,-62.568398353746,-231.287626047169,-548.937124818561,-99.2726698714604,-470.182284766702,-75.138423868949,-88.0463430397643,-32.2460938509501,-112.667816772416,-68.8203584724808,-101.689509947063,-60.566654670061,-540.795605969436,-62.5543079873861,-337.040694597569,-70.3625554786984,-177.806159593178,-79.3527358089914,-622.299121525503,-23.2453612048654,-72.7942236721508,-53.5450263215994,-37.9094697910049,-6.58985119484441,-34.2080657644675,-40.0933928824678,-153.466856230304,-84.6024407876332,-205.188029498994,-46.0236716270798,-37.885738448303,-60.6820074332949,-559.304241858842,-95.7963123130062,-82.2673794392562,-51.8241684915454,-201.9218683775,-97.341543194262,-54.1259605877799,-140.327761588947,-77.3541994873533,-627.78444084913,-621.567337890992,-459.887035024895,-50.5997203156627,-70.055722500581,-69.3043728187974,-291.277587303501,-364.096175693918,-143.379385144751,-70.1372220605252,-84.7511016155861,-71.7730315544759,-138.534678184959,-145.577605285751,-79.5016142639157,-122.690350946311,-79.5668213970281,-63.1504715078511,-542.597270955314,-525.443619881803,-74.8413078105727,-97.1089030501478,-339.201240886015,-330.889325412827,-86.9258624616113,-135.096738233504,-45.9121230493598,-88.5510852297363,-56.0197039542853,-542.820537875935,-254.785145410534,-150.380123277201,-535.252005379448,-65.1927833212855,-74.336770721277,-70.7083396950139,-87.7413792037152,-58.6560643641359,-62.7967068100488,-122.28601637664
"72",-70.5046718083947,-95.3953349696341,-97.6883189081528,-85.8047908376792,-332.759464700016,-347.701496922538,-326.974402123364,-37.8438870911037,-40.9693080774212,-61.6767839511075,-225.487603841467,-549.488517583602,-100.803670573219,-467.949800601655,-74.5813049168374,-89.2822355820313,-32.2693193055537,-114.513521958963,-68.7615911173945,-80.9604176907552,-59.8628112880009,-517.439391455452,-60.1355557736069,-328.02162192459,-67.6907741944963,-182.150953114364,-76.5117607011509,-623.488271497121,-36.5145307587968,-71.9589749634026,-52.436644133062,-41.3510475789865,-25.2062730562808,-36.6434520987462,-39.3183052992755,-154.192916813063,-85.5597183930562,-208.851504170613,-45.8109586034396,-33.5530596586669,-63.8969355807318,-571.486602976078,-94.0904234559422,-78.3188544892137,-43.4454006352973,-187.818056043391,-142.683485436055,-56.0381943926804,-140.733256749192,-78.8842235263622,-629.879727967847,-626.404417768329,-469.555870784719,-49.7876073470821,-74.3166762784043,-74.5546773011091,-291.727647420049,-366.984888503295,-167.687663156947,-133.144218313173,-84.583826989483,-71.7106732967305,-136.95100649288,-145.960364924906,-76.4807021649122,-120.833520386061,-78.4790010927055,-60.9432905412786,-540.505900898159,-528.490933176096,-76.8305569758986,-99.3117544624878,-344.228533309458,-326.495930692997,-87.9431392114081,-137.277751400049,-49.0598122503878,-90.6927812723335,-56.3730569035001,-508.283546054585,-226.797113377209,-143.328737663426,-523.983439540641,-78.4238769821328,-75.9489825539143,-68.2089298189902,-84.4825657304921,-59.7490681541958,-68.4516760939056,-121.827010735367
"73",-71.3502883931389,-96.1542189839579,-102.936150167121,-85.3202976563445,-337.332855992119,-349.435584389164,-326.761412178843,-24.4669379062358,-45.7057263320352,-61.2519649202025,-228.826209381391,-547.068041450995,-111.950056260942,-472.76722193829,-77.4512834079565,-93.3253708842403,-38.4214527741702,-114.100209006154,-73.5916836299531,-65.711214443651,-63.394284033204,-498.3178539573,-61.387178399461,-321.271832596068,-70.9741083471722,-187.663277886406,-79.1268791810128,-623.594841218454,-44.7896872721095,-72.4209777127178,-52.9895308732747,-43.1929292792346,-12.7725785048251,-37.4006773217031,-39.8025393438664,-158.031356131472,-87.0471338307746,-209.125860919205,-45.9294073944157,-34.1737632207613,-65.8103113881012,-566.205524416721,-93.6057980774747,-74.5400268873246,-30.160534429866,-172.339153002864,-151.642751334122,-57.5904616714476,-140.566400315334,-79.82328427578,-620.948212820895,-616.052442569662,-467.083084790558,-44.0408739200199,-74.6616404771738,-71.3232479843211,-302.134558257469,-373.323911504827,-152.338225657851,-141.233222486778,-84.3843827850931,-70.6741195757123,-140.258255650389,-145.045280037278,-80.0136269481931,-118.462186683945,-75.4137379729803,-59.5762365403735,-529.006388189725,-524.666629266397,-74.980086759764,-99.0058702184867,-353.4020953783,-330.917591947559,-86.8443907714953,-137.053619658598,-57.9200356811478,-88.1066077329225,-46.9854255146297,-457.863379415971,-234.348748519258,-184.280780801423,-513.51324856614,-83.8377625184405,-75.658122509938,-66.800180633028,-82.751795098157,-60.1546757584968,-68.6088763162931,-124.488545744025
"74",-71.0641146153922,-97.4057957111614,-105.999060016615,-81.5239398489436,-339.331018454805,-351.094726765966,-326.352933336946,-20.0150417821669,-46.1745254403238,-57.867022225474,-228.204752829944,-551.494512142989,-112.23099066967,-473.050087357377,-76.8222795961662,-90.0843011594216,-36.0072925110286,-105.194085469871,-71.4093245231654,-73.3739226488172,-60.888974046185,-492.415493944589,-59.5400647074567,-303.397686392616,-71.3336483596385,-165.225894685766,-79.2015183842393,-618.211772663854,-50.5326110999896,-71.0660276352129,-52.3388490990837,-44.2259313183757,-12.0113032694546,-37.9858956197649,-39.3381563877913,-155.104486857495,-86.5447001513366,-205.256208185212,-45.9517391237901,-21.7485762117783,-52.1048305617481,-579.911191214935,-88.6417143182012,-70.6923188866106,-26.9213758332987,-156.595232509316,-118.279029892956,-56.0957227614374,-131.299254063423,-79.6130621312642,-624.191031276424,-616.382561367605,-466.358989982593,-43.3183399301295,-70.3648654395997,-56.4972619028633,-318.968464192248,-388.239640756542,-131.473202160193,-111.877224892462,-75.9841437495483,-62.984611994654,-134.87145716768,-144.581281863072,-82.3021381525279,-118.399652420865,-73.1439359834399,-59.7119307980117,-526.596233596727,-517.828906206119,-70.4389108886629,-96.3696667318619,-380.872076711774,-348.494028629772,-87.8293932402795,-133.839144055128,-58.8386078352182,-92.0957164036577,-65.7336213389185,-413.375687066042,-260.079083735537,-208.860151057672,-508.74973288264,-82.8919404412379,-80.4617933290676,-66.730549570306,-75.9538296049699,-58.7662709362091,-69.600617975412,-123.557866553727
"75",-76.7886696370942,-99.2542731096215,-112.096923464645,-65.8530347581007,-334.293170449148,-353.013412481541,-324.341333409519,-24.6180736644523,-43.8078744076596,-58.7888264982848,-234.060350396714,-547.700254190945,-102.500162628927,-471.504245089323,-72.9621347896651,-68.9887460670803,-45.1755411633545,-66.2474313070124,-75.4855654715636,-32.3595412283622,-67.0309810461519,-455.888403534862,-68.4991937441335,-263.068799083965,-72.5485925413683,-141.613467433388,-80.7005236766933,-589.347777749459,-75.6140181655787,-62.3805836269788,-44.1908895471422,-44.0049724406499,-25.3565463481605,-35.6489169171736,-31.527140828501,-127.872764878434,-62.8847753396708,-206.772067340748,-44.003834718606,-44.4995449665043,-55.2375829661648,-577.188841088454,-70.587266400516,-49.5339477771716,-1.54688992987064,-131.009701395312,-113.963596451255,-52.6778110053659,-89.8620290785919,-52.8036413203072,-612.258855399419,-600.932008306411,-455.016294395044,-47.7255306228214,-61.0426216819645,-52.1951818915446,-330.741927690705,-398.973092041742,-91.3311148748431,-89.2349717890075,-53.1343812076338,-42.6147962968911,-96.1334990008621,-129.895824739726,-82.9314869181386,-109.653214745708,-70.943517017365,-50.5840141828322,-513.217051387236,-503.483101933428,-40.8006436490709,-74.384463460857,-365.77812807147,-331.180796671697,-80.1898918306891,-124.914847896953,-58.7814035842061,-83.0321360246804,-57.0179904052666,-387.439089501713,-250.632315289162,-170.705209722003,-474.504035295578,-86.1591096827397,-74.152435759049,-54.1839775478603,-42.7297012585107,-52.593630238037,-64.6718313324808,-112.272130308303
"76",-72.2530808405336,-89.5195695894201,-109.027848509576,-38.1428247627153,-340.709173917404,-347.264863008068,-301.687703461802,-21.5075485655075,-31.5458826355192,-49.909532859445,-231.405883411636,-513.414371841311,-66.0381228603867,-450.55406899531,-51.8946116988964,-25.1865283086085,-42.2575368950321,-13.655049998523,-71.6504353992448,-4.19192570988173,-65.1697425623212,-370.494270908693,-66.7592787490929,-187.570175526892,-58.0645137516966,-98.3594813263894,-68.4448873705852,-521.510115876906,-86.5392225747719,-48.0446053978403,-30.9686468302183,-36.9667089321772,-38.0144830025458,-27.1075913478603,-20.7273438098175,-65.6357455027383,-24.8886100489445,-197.255163895974,-30.3830409194736,-28.9843275387818,-60.8696610404842,-527.220100110394,-30.9619719269837,-12.6564182671152,19.7875682184671,-87.6884510737966,-83.1360731811599,-44.4853305422574,-27.9876067438251,-22.1573858964782,-549.927427655303,-545.12343864989,-405.177875712411,-25.7091676459156,-38.8333219212034,-49.9789988804256,-290.209579706709,-357.809075018655,-62.7299600464032,-85.0054378254666,-17.9530155432969,-11.8407260948447,-39.4041343585469,-97.2527908436159,-76.1905956008014,-86.4644637156282,-64.7836998876342,-35.0999690218848,-458.626333665139,-464.803023928344,-4.80102727974887,-36.9996365801626,-315.713733458125,-268.374338114813,-55.1698010968662,-110.167592747091,-42.4772462823491,-48.5290883604207,-7.52406588717595,-333.025873454013,-173.69162829145,-98.1033733528861,-392.530745922513,-78.0698712548517,-48.0249836558693,-21.6323074914494,-6.83959095109268,-35.0174166875354,-44.4190353384301,-81.125185438608
"77",-61.6801606524526,-83.1425951627995,-101.027803670573,-35.914288237457,-343.97211286369,-341.814867881166,-277.361571372338,-7.39599792209275,-23.4659368296426,-39.1176278510184,-238.151630264064,-482.065692895075,-34.4382073900392,-419.745855020921,-29.0749453994541,-19.0528603621022,-26.6049146565186,-28.5680874111782,-60.4797803380983,-56.6545851736082,-54.3093603770013,-318.340489052489,-51.8423176398623,-185.268834070451,-37.5207978511211,-118.164027430612,-51.2391320284093,-474.174271977637,-84.7207540782762,-42.1253830055911,-29.2648276647529,-33.6791374761771,-42.4167551611419,-25.0337203379376,-24.5632924374079,-31.682685364063,-27.4245503553996,-178.193961123241,-23.7145438349793,-6.29941869045649,-62.0161364940191,-457.325708038465,-12.2042382593007,-12.4783156996611,17.9799445506941,-39.5587609008342,-87.8448996515702,-36.4937257808021,-19.071813235338,-38.4180608865183,-482.032089864959,-477.154026763489,-355.334567848662,-11.9990343413938,-8.82785380850766,-42.4863258758868,-274.16463491396,-327.070282172596,-19.3742918993014,-63.7905432936194,-8.84243876624968,-9.38953241585205,-11.138371405194,-74.3362789511944,-67.2478107445938,-66.6653102207564,-69.8687960296493,-40.7218594532181,-400.631023359141,-427.235112128012,-39.5170844376988,-22.9438309398158,-328.318653623597,-264.219780907661,-29.6636810137548,-96.7364794499769,-14.7470516187254,-10.1360793274099,-17.7020831250233,-232.530432890868,-124.988130081547,-107.956806080059,-315.526830858273,-64.1298167735636,-23.9847513927606,-2.4663028609104,-10.4265083380195,-22.5538091930692,-20.9995971580113,-65.2923791829879
"78",-49.3513402596809,-62.5794170398363,-82.1580570914668,13.6515358331117,-345.530422412119,-337.322040418332,-273.751553781016,1.28681445072054,-18.8201808632155,-23.563378430351,-245.247534862937,-507.719152938558,-12.2263150659123,-409.396456756273,-1.35124926818045,-4.05375320168769,-2.04504892015337,-9.08810611230458,-38.4789397244632,-41.0193327798351,-31.107669703375,-370.956854200572,-21.6555028905059,-249.510140205577,-10.0307323481492,-168.8465218984,-25.3845486915491,-492.980093500112,-73.4985540652301,-22.3640170674651,-10.1047952054334,-17.1123990844387,-39.9872969964456,-10.0730822325936,-6.49039854104414,-3.57798346267663,15.270439029866,-167.836037260017,-33.0290623616544,-24.4985746214197,-27.0144202762605,-477.532936731796,-2.8207840661848,-12.723978630568,7.06566250725005,-74.5859531753752,-101.580684422351,-20.6954716083545,-3.25298215327691,27.8482609157218,-472.331525693816,-461.38163013437,-336.327744571143,-18.714676475073,1.84564501333697,-9.45131317398175,-285.532740182991,-344.588521875899,-102.980896161868,-98.1812836548408,-6.4523886845889,-4.06967638180927,-0.599421789066248,-51.1665737186106,-54.1894093549132,-28.834875767573,-51.0485126369339,-12.4794429093184,-395.333201207062,-412.57817413595,-18.0278419143827,-4.45377007748373,-360.449958008839,-291.827380486256,-0.783962124261542,-83.6555260089958,7.62958907538108,2.25359533413912,-42.7062325641147,-160.185645036388,-124.46731121369,-131.380403386852,-286.944269896548,-51.2355579993461,-0.742547094805001,10.6439108212761,-4.96616459260479,19.60803026473,-0.873997158473385,-39.415626286727
"79",-18.8544947948287,-22.4161956125896,-46.9669040598589,-67.5434160096932,-324.647392822917,-305.375546576251,-239.861318962717,-6.04261510784593,-2.88488718083934,-7.79415507619938,-245.326864914978,-452.84818152271,-26.8135513206985,-348.737469643052,-24.2435596324178,-39.9520992023316,-22.3247626183535,-33.4038740120385,-6.915859410642,-37.637366192209,-2.10864744988121,-396.852506022876,-1.65123941279059,-269.5937431824,-6.32937229433744,-162.157312531205,-0.611772582499526,-463.179130822936,-58.0550549593358,-0.978594646768354,6.2875527763817,1.79533325676884,-29.9320850148646,4.48040237843503,10.0202836297556,-44.8995284100345,-29.7814536106361,-146.405007994921,-30.2860275735382,14.267787358186,-10.2282790457918,-404.841104677586,-20.9170788087902,-27.8461434799213,1.96392201352828,-51.5229927013838,-94.4980729078316,-3.71369542575618,-27.634684077181,-27.060562752145,-379.861577879623,-389.979438239153,-266.321998219418,-26.2304463252823,5.20927612401202,-14.1822785241053,-219.05852196917,-285.293633497258,-75.8574720624621,-88.9764727891508,-26.4630106208792,-21.1324837298827,-34.3391149396947,-7.09322559783461,-23.7722425384915,1.57099003659771,-11.9637735347361,19.7917792593064,-300.798043588466,-349.419742247347,-57.0017348692597,-10.7309406563606,-292.91706058878,-209.055291228354,-14.9848157602211,-63.6042110974712,-16.2179819364177,-31.2320818709258,-106.495355576919,-59.4677929700613,-62.0787901763953,-95.3893946749062,-172.852103871195,-37.3954853996303,-14.3166915606559,-27.3679336303754,-1.77485501570019,-9.72721131060668,-1.66742312109667,-4.17770817944628
"80",-6.86610068850094,-3.9851826087029,-21.1735654748081,-84.1528482391136,-126.136743567421,-122.275317761657,-71.2883650520966,-17.7244675951809,8.29693141817191,-1.8983059531646,-103.953934444448,-229.956730113338,-54.8657742859999,-156.464128786378,-61.3052858899523,-77.0019825887582,-57.1485749008684,-33.3229620742634,-4.75001551067292,-14.4337598009802,-8.1309123200831,-220.392668048544,-27.8660416583966,-127.826632907356,-49.1318110820952,-59.571203620823,-34.8044503261483,-242.346703917746,-43.9951034989682,0.827812412357781,0.0512716060183962,2.18888505279816,-9.44142024238104,5.4988480982475,-4.3185525322286,-158.996220486004,-92.5328062759309,-82.9653532539501,-21.5006028797229,33.6607143360764,1.04419777910003,-176.05630038443,-59.2325719029995,-68.3807016593624,-23.6522913812554,-40.1834977013576,-41.6019330627571,-3.71435193322344,-128.924515427177,-109.982445727864,-155.022260929215,-164.800389241853,-84.379146652312,-56.5848376174418,-21.1630691054072,-23.769246774159,-101.910826435097,-132.498028822956,-48.829897571641,-43.0405794651044,-46.486310684023,-36.8708897488893,-127.556942877464,-34.1991617755222,-5.61662027022389,-64.9256560187398,-19.8161833162066,-29.3026403124097,-118.328792038274,-155.301420813401,-90.1491149072459,-34.9244336016231,-142.175762860735,-86.0120984205663,-71.1213830905207,-29.3767262739018,-109.689589171377,-104.329710504194,-170.790224009718,-4.32270509149615,8.10946568859465,-8.74996742536118,-6.34916517951484,-28.2905599457729,-69.3292092674627,-91.3070878672678,-58.8641673243126,-68.4268898264122,-51.2978173464771,-27.8017298467015
"81",-35.764481709146,-13.9860066067609,-23.6183545669668,-39.0794111774316,-73.1553895341964,-68.0007223584625,-44.6728813849576,-27.1043642527252,-10.2207653552134,5.16282718146578,-29.973658443529,-94.4126322436249,-105.897113559461,-87.5895158858354,-113.663985133932,-96.153576416045,-94.7432070505021,-85.8327791308657,-53.1265467827232,-48.1423163927974,-36.4745247902424,-94.7267171851261,-43.1165184604698,-71.1578092563357,-55.3016527760319,-32.3816387417318,-38.749524908395,-108.268245355459,-35.3482947892213,-12.6187330695559,-5.02280254588387,-13.1894456292064,-10.1535429345885,-9.67055050011764,-3.14286306644243,-216.160958464947,-58.0313577015689,-12.3024809802105,-7.51447785291607,-30.5357327046676,-17.197862518841,-64.9855864425331,-98.4665403470245,-58.5934063520468,-43.5380610101073,12.4832515848348,-19.0510680303934,-12.5847779752381,-123.046712551752,-62.4505457966926,-95.4736160414999,-119.070053597637,-80.3613565268115,-43.794814281208,-32.0315560373495,-52.2898682856223,-29.9760377827086,-53.2442241773942,12.1178677748321,1.22509070409775,-67.4896849078846,-52.0398967402766,-118.419689297241,-32.2519657261532,-16.0990620222613,-44.2808979408083,-13.8656288986468,-38.2589859001919,-41.6168230357848,-73.2416936724551,-89.8371460511057,-46.782612565976,-64.7838420563182,-32.9006582447495,-72.2205172691708,2.70347190973579,-84.586089632131,-107.591090387613,-145.816243345526,-107.502925731659,-66.8767247697866,-39.1555447935102,-110.88846704165,-16.4020051377293,-99.0170491265822,-74.3276529258138,-81.0026912416241,-59.9382711694668,-69.1606726047217,-78.6422013351486
"82",-33.4621293015069,-12.2309439611639,-35.2597937680068,-17.6972766662652,-26.0378371458683,-15.9943445786911,-18.4062492965157,-25.6117125538443,-18.1758786008406,-23.8838464374793,-13.8430499799478,-26.6885547671987,-83.2371339154274,-58.1417592092474,-123.218855556247,-57.8409694900603,-99.5364655303787,-59.4362601062539,-58.9503797596861,-30.4889678457343,-29.6913322719052,-30.653710282419,-33.9722684745203,-16.8657597933529,-40.423391349237,-14.954013759134,-25.8040218532021,-73.9234939684585,-43.6973493793795,-9.7058876057401,-9.20990555134732,-14.4870994337443,-15.6409209050525,-12.0869323452057,-4.44805791990716,-110.926109277118,-22.3486439568102,-29.8621473285857,-7.77628456758059,-13.6934385099775,-23.0924148775082,-19.9868275645624,-41.4292805341132,-23.5986292765058,-28.5859150694719,-28.5225525006323,-14.2966130951228,-15.5016187100596,-61.3774307546629,-28.9294664135568,-22.9152086778006,-31.0830011595945,-24.9714803920634,-40.8633734848817,-4.91840804771411,-55.0554152920198,-9.42975531378529,-11.7161435442226,-26.2678630400006,-13.3978831538573,-25.8733810036931,-10.1704013582528,-57.2773063381627,-24.0012055933446,-20.3975382859222,-21.1288095982653,-20.9789227436871,-18.4528437563441,-22.3231741189039,-59.559820291147,-65.4167004606385,-42.1025248960889,-17.187499735497,-15.9643426217596,-60.2648912709504,3.39569680543588,-62.4986004955714,-79.1284287488791,-87.5441151541756,-99.4387167494327,-60.5123741879889,-27.6160738464894,-100.417355306316,-5.35974574063289,-71.6575190244031,-49.3043473283639,-70.7230113106845,-50.1414629056973,-70.1136122675237,-50.6618024866671
"83",-32.6132683946782,-12.6825214223654,-29.8529913452315,-25.6456184286246,1.44454373307318,-5.98397880648436,-8.10173523583115,-7.879459263616,-2.5392200579623,-13.8737384594906,-17.9575461692253,-23.2164228037783,-50.8145833447511,-28.3435667657824,-81.3946010383669,-27.3964095773343,-60.189290562581,-27.3022266694165,-27.9304570650227,-11.4118939207742,-24.4355606243446,-15.4766150856488,-26.6265367211002,-11.0868417137607,-28.7917947017998,-9.55628144081182,-18.0705548452885,-43.6191093311113,-44.8883215535,-3.28464821365787,2.23070461256111,-8.28121236489369,-11.1064864535046,-3.34959494846114,7.11528263774992,-51.925482808075,-15.1916683436963,-6.03181715414939,-28.3554317574345,1.74989008071103,-20.971390369442,-16.0501842128182,-20.8304263555789,-10.7302238858393,-14.4584289003758,-19.1352232167317,-14.4097325509334,-18.2006130028106,-15.3656417674967,-34.684739152671,-31.9502543947531,-25.7025296262793,-47.6587209628966,-61.2240543001249,-28.5408370004009,-41.4839625318393,-4.61350983924884,-5.05986162091818,-17.6676702306945,-11.6637694302155,-5.26230541202759,-10.8019065017851,-14.0924785954198,-22.6249537869439,-21.3114724515224,-16.5077607134723,-28.3733893015707,-15.3134464591745,-12.0693861156077,-51.5066170941793,-41.2403944661787,-27.852074703804,-10.6529191541043,-7.01974363869393,-44.3304443130222,2.35859535835538,-36.9960530682371,-50.6623330281013,-53.6720103829081,-55.6441167280167,-36.6440462241562,-11.3163613051761,-67.44465917099,1.64626832670872,-49.8126121714723,-19.4747454102488,-52.1889385324741,-23.1962096932697,-36.8331161286129,-12.8066578951967
"84",-30.1030471334579,-29.2999657348865,-24.9857909626718,-29.5576249331613,-18.6768828725552,-15.2494575053596,-11.6084520275061,-9.95174164710679,-4.6297441083819,-8.48888674474433,-32.131621363473,-71.8744037641498,-52.494418646426,-35.5282202590201,-95.6005797087451,-39.9391182215539,-72.2730048348094,-27.8096144558672,-39.5764929665824,-13.7202887185708,-21.6493199722289,-14.4877846284719,-22.9470808455303,-16.8982656306892,-26.104768979054,-13.7018841632156,-16.2321284987515,-44.9161113172233,-35.0531722201538,-8.29537150981359,-4.54837827946268,-5.5597334746238,-6.3595674110258,-3.08085900731206,-0.982138269758254,-53.991548483956,-22.2945074890562,-10.5461100737446,-23.1951217272955,-21.49100888084,-14.121095719806,-64.302302008677,-24.2685721224833,-8.25028322816944,-9.67142485097615,-11.6880762761556,-12.0193494923691,-3.34042855060624,-27.6315110161196,-34.7748789116724,-36.4231843031372,-35.7777460293786,-28.9047086895269,-33.2378649620606,-1.40550572533629,-32.6820785433426,-34.9040434293936,-46.3401600716132,-10.5192374867909,-11.3517662193826,-33.1150396637761,-21.6148266958518,-26.6295683601959,-16.6487051541452,-16.1304089881709,-13.1826475962391,-30.3292982857469,-20.5703231932858,-14.1193317781588,-58.2964734929527,-47.2713725462564,-33.7984925044139,-31.2150502115197,-29.5170492455808,-48.4086768313208,4.90326252248186,-46.9184717398605,-56.3409191319706,-45.3525393154678,-46.2037844014022,-33.9944998207201,-13.0296912963481,-71.7849803430044,-13.8505123659508,-66.0267039671716,-24.926040740229,-59.8648344700063,-18.5361223550884,-47.3504154896377,-27.0360738564419
