"","nrows","ncols","first obs","first obs year","first obs month","last obs","last obs year","last obs month","first vintage","first vintage year","first vintage month","last vintage","last vintage year","last vintage month","description","first.lastunrevised","first.complete","first.change"
"CUM",802,424,"1948:01",1948,1,"2014:10",2014,10,"79M8",1979,8,"14M11",2014,11,"Capacity Utilization Rate: Manufacturing (CUM) .",
