NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.4197	45.3845	41.7001	57.609	65.413	66.0812	69.9864	53.9749	68.2	49.5677	NaN	59.924	28.2086	NaN	23.1098	33.1028	21.4128	37.7519	11.3961	18.9893	38.08359	7.56556	16.833	14.12	18.3647	31.0398	2.49609
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.333	45.1445	41.9175	58.3364	64.2128	67.1906	69.2288	50.7671	67.06	49.7972	NaN	59.3641	28.1121	NaN	23.1486	33.1028	21.5005	37.9132	11.4747	19.1171	38.40979	7.63497	16.8511	14.36	18.3647	31.45	2.4847
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.2897	45.6146	42.048	58.2504	63.4126	67.6503	68.8973	50.7671	65.91	50.6004	NaN	58.7941	28.2155	NaN	23.2261	33.2028	21.5662	38.1391	11.5926	19.1901	38.57288	7.63497	16.8934	14.63	18.377	31.6324	2.54168
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.5237	45.3845	42.2654	58.7147	64.3128	67.4504	69.3992	50.1694	66.48	50.0267	NaN	58.7941	31.8585	NaN	23.3037	33.6028	21.7196	38.1714	11.8284	19.2814	38.81753	7.70438	16.8592	14.97	18.561	32.0426	2.54168
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.7317	44.2044	43.0046	59.6267	64.6129	66.2811	68.3859	52.1817	66.48	47.9613	NaN	59.3641	31.1762	NaN	23.42	33.7028	21.8073	38.5908	11.907	19.3544	38.89908	7.70438	16.8021	15.12	18.8554	32.2249	2.55308
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.9137	45.1445	43.1351	58.8773	64.4128	67.5804	69.1435	52.63	67.06	50.3709	NaN	59.924	30.6212	NaN	23.5557	33.9028	21.8511	38.6231	11.9856	19.4457	39.06218	7.70438	16.8511	15.26	18.9167	32.2705	2.56448
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.7837	45.3045	43.3525	59.559	64.1128	67.9701	70.2421	52.1817	66.48	51.1741	NaN	59.924	31.6848	NaN	23.6139	33.8028	22.0265	38.7844	12.0642	19.5553	39.22528	7.77379	16.933	15.46	18.9413	32.3161	2.59297
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.5497	45.4545	44.57	60.3685	64.5128	67.9701	67.2968	52.9289	65.34	52.8952	NaN	60.494	31.9155	NaN	23.672	33.8028	22.1799	38.849	12.0642	19.6283	39.22528	7.77379	17.168	15.65	19.0149	32.544	2.61577
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.217	46.0846	44.657	63.0092	63.9127	69.929	68.8973	53.0783	65.34	53.8131	NaN	60.494	29.7427	NaN	23.6914	34.6029	22.1361	39.1394	12.1035	19.7196	39.30683	7.84319	17.1875	15.98	19.1498	32.8174	2.65566
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.5377	45.4545	45.1353	62.2237	64.0127	69.7991	69.0583	54.1243	67.06	54.6163	NaN	61.0539	32.9799	NaN	23.7302	34.7029	22.158	39.3007	12.1428	19.7744	39.46993	7.84319	17.3621	16.51	19.2357	33.0453	2.69555
